patinho_feio_cpu_device prog_8bit
expro02_state comad_map
expro02_state fantsia2_map
expro02_state galhustl_map
expro02_state zipzap_map
expro02_state supmodel_map
expro02_state smissw_map
expro02_state oki_map
apf_state apfm1000_map
apf_state apfimag_map
namcos21_state master_dsp_program
namcos21_state master_dsp_data
namcos21_state master_dsp_io
namcos21_state slave_dsp_program
namcos21_state slave_dsp_data
namcos21_state slave_dsp_io
namcos21_state common_map
namcos21_state master_map
namcos21_state slave_map
namcos21_state winrun_dsp_program
namcos21_state winrun_dsp_data
namcos21_state winrun_dsp_io
namcos21_state winrun_master_map
namcos21_state winrun_slave_map
namcos21_state winrun_gpu_map
namcos21_state sound_map
namcos21_state mcu_map
namcos21_state driveyes_common_map
namcos21_state driveyes_master_map
namcos21_state driveyes_slave_map
rampart_state main_map
apc_state apc_map
apc_state apc_io
apc_state upd7220_1_map
apc_state upd7220_2_map
namcos23_state gorgon_map
namcos23_state s23_map
namcos23_state gmen_mips_map
namcos23_state gmen_sh2_map
namcos23_state s23h8rwmap
namcos23_state s23h8iomap
namcos23_state s23iobrdmap
namcos23_state s23iobrdiomap
namcos23_state timecrs2iobrdmap
roul_state roul_map
roul_state roul_cpu_io_map
roul_state sound_map
roul_state sound_cpu_io_map
dmndrby_state memmap
dmndrby_state dderby_sound_map
norautp_state norautp_map
norautp_state norautp_portmap
norautp_state nortest1_map
norautp_state norautxp_map
norautp_state norautx4_map
norautp_state norautx8_map
norautp_state kimble_map
norautp_state norautxp_portmap
norautp_state newhilop_map
norautp_state dphl_map
norautp_state dphla_map
norautp_state ssjkrpkr_map
norautp_state dphltest_map
norautp_state kimbldhl_map
norautp_state drhl_map
snowbros_state snowbros_map
snowbros_state sound_map
snowbros_state sound_io_map
snowbros_state protection_map
snowbros_state protection_iomap
snowbros_state wintbob_map
snowbros_state honeydol_map
snowbros_state honeydol_sound_map
snowbros_state honeydol_sound_io_map
snowbros_state twinadv_map
snowbros_state twinadv_sound_io_map
snowbros_state hyperpac_map
snowbros_state hyperpac_sound_map
snowbros_state snowbros3_map
snowbros_state finalttr_map
snowbros_state yutnori_map
backfire_state backfire_map
pc8001_state pc8001_mem
pc8001_state pc8001_io
pc8001mk2_state pc8001mk2_mem
pc8001mk2_state pc8001mk2_io
rmhaihai_state rmhaihai_map
rmhaihai_state rmhaihai_io_map
rmhaihai_state themj_map
rmhaihai_state themj_io_map
jankenmn_state jankenmn_map
jankenmn_state jankenmn_port_map
gokidetor_state main_map
gokidetor_state sound_map
amusco_state amusco_mem_map
amusco_state amusco_io_map
polyplay_state polyplay_mem_zre
polyplay_state polyplay_mem_zrepp
polyplay_state polyplay_io_zre
polyplay_state polyplay_io_zrepp
laserbat_state_base laserbat_map
laserbat_state_base laserbat_io_map
lvcards_state ponttehk_map
lvcards_state lvcards_map
lvcards_state lvcards_io_map
lvcards_state lvpoker_map
fastlane_state fastlane_map
pda600_state pda600_mem
pda600_state pda600_io
pcat_dyn_state pcat_map
pcat_dyn_state pcat_io
hp48_state hp48
mikie_state mikie_map
mikie_state sound_map
redclash_state sraider_cpu1_map
redclash_state sraider_cpu2_map
redclash_state sraider_cpu2_io_map
redclash_state zerohour_map
redclash_state redclash_map
cbasebal_state cbasebal_map
cbasebal_state decrypted_opcodes_map
cbasebal_state cbasebal_portmap
exerion_state main_map
exerion_state sub_map
skullxbo_state main_map
aristmk5_state aristmk5_map
aristmk5_state aristmk5_usa_map
aristmk5_state aristmk5_drame_map
trs80_state trs80_map
trs80_state trs80_io
trs80_state model1_map
trs80_state model1_io
trs80_state sys80_io
trs80_state lnw80_map
trs80_state lnw80_io
trs80_state model3_map
trs80_state model3_io
trs80_state model4_io
trs80_state model4p_io
trs80_state meritum_map
trs80_state meritum_io
trs80_state cp500_io
rastersp_state cpu_map
rastersp_state io_map
rastersp_state dsp_map
lb186_state lb186_map
lb186_state lb186_io
besta_state besta_mem
superslave_state superslave_mem
superslave_state superslave_io
n8080_state main_cpu_map
n8080_state helifire_main_cpu_map
n8080_state main_io_map
junior_state junior_mem
calorie_state calorie_map
calorie_state decrypted_opcodes_map
calorie_state calorie_sound_map
calorie_state calorie_sound_io_map
a2600_state a2600_mem
terminals_state mem_map
champbwl_state champbwl_map
champbwl_state doraemon
spirit76_state maincpu_map
_39in1_state _39in1_map
chanbara_state chanbara_map
gstriker_state twcup94_map
gstriker_state gstriker_map
gstriker_state sound_map
gstriker_state sound_io_map
eolith_state eolith_map
eolith_state sound_prg_map
eolith_state sound_io_map
pv9234_state pv9234_map
buster_state mainmap
ltd_state ltd3_map
ltd_state ltd4_map
ltd_state ltd4_io
bladestl_state main_map
bladestl_state sound_map
deco156_state hvysmsh_map
deco156_state wcvol95_map
hitpoker_state hitpoker_map
hitpoker_state hitpoker_io
ipc_state ipc_mem
ipc_state ipc_io
raiden2_state raiden2_cop_mem
raiden2_state raiden2_mem
raiden2_state raidendx_mem
raiden2_state zeroteam_mem
raiden2_state xsedae_mem
raiden2_state raiden2_sound_map
raiden2_state zeroteam_sound_map
md_boot_state puckpkmn_map
md_boot_state jzth_map
md_boot_state puckpkmna_map
gal3_state cpu_mst_map
gal3_state cpu_slv_map
gal3_state rs_cpu_map
gal3_state sound_cpu_map
gal3_state psn_b1_cpu_map
egghunt_state egghunt_map
egghunt_state io_map
egghunt_state sound_map
m6805evs_state mem_map
tecmo_state rygar_map
tecmo_state gemini_map
tecmo_state silkworm_map
tecmo_state rygar_sound_map
tecmo_state tecmo_sound_map
gunbustr_state gunbustr_map
bk_state bk0010_mem
bk_state bk0010fd_mem
atarisy1_state main_map
atarisy1_state sound_map
apollo_state dn3500_map
apollo_state dsp3500_map
apollo_state dn3000_map
apollo_state dsp3000_map
apollo_state dn5500_map
apollo_state dsp5500_map
pturn_state main_map
pturn_state sub_map
exterm_state master_map
exterm_state slave_map
exterm_state sound_master_map
exterm_state sound_slave_map
spg2xx_game_state vii_mem
mappy_state superpac_cpu1_map
mappy_state phozon_cpu1_map
mappy_state mappy_cpu1_map
mappy_state superpac_cpu2_map
mappy_state phozon_cpu2_map
mappy_state mappy_cpu2_map
mappy_state phozon_cpu3_map
avalnche_state main_map
avalnche_state catch_map
holeland_state holeland_map
holeland_state crzrally_map
holeland_state io_map
hp700_state mem_map
hp700_state io_map
jackie_state jackie_prg_map
jackie_state jackie_io_map
de_2_state de_2_audio_map
namcos10_state namcos10_map
namcos10_state namcos10_memm_map
namcos10_state namcos10_memn_map
paso1600_state paso1600_map
paso1600_state paso1600_io
caswin_state vvillage_mem
caswin_state vvillage_io
miniboy7_state miniboy7_map
sart3733_state sart3733_rom
sart3733_state sart3733_memory
sart3733_state sart3733_status
sprcros2_state master_map
sprcros2_state master_io
sprcros2_state slave_map
sprcros2_state slave_io
kingofb_state kingobox_map
kingofb_state kingobox_video_map
kingofb_state kingobox_sprite_map
kingofb_state kingobox_sound_map
kingofb_state kingobox_sound_io_map
kingofb_state ringking_map
kingofb_state ringking_video_map
kingofb_state ringking_sprite_map
kingofb_state ringking_sound_io_map
konendev_state konendev_map
supdrapo_state sdpoker_mem
atari_s1_state atari_s1_map
atari_s1_state atarians_map
atari_s1_state midearth_map
rex6000_state rex6000_banked_map
oz750_state oz750_banked_map
rex6000_state rex6000_mem
rex6000_state rex6000_io
oz750_state oz750_io
mcatadv_state mcatadv_map
mcatadv_state mcatadv_sound_map
mcatadv_state mcatadv_sound_io_map
mcatadv_state nost_sound_map
mcatadv_state nost_sound_io_map
mpu2_state mpu2_basemap
eurocom2_state eurocom2_map
waveterm_state waveterm_map
stellafr_state stellafr_map
popobear_state popobear_mem
destroyr_state destroyr_map
d6800_state d6800_map
v6809_state v6809_mem
ep64_state ep64_mem
ep64_state ep64_io
ep64_state dave_64k_mem
ep64_state dave_128k_mem
ep64_state dave_io
starcrus_state starcrus_map
starcrus_state starcrus_io_map
mogura_state mogura_map
mogura_state mogura_io_map
naughtyb_state naughtyb_map
naughtyb_state popflame_map
tvboy_state tvboy_mem
tvboy_state rom_map
sengokmj_state sengokmj_map
sengokmj_state sengokmj_io_map
rx78_state rx78_mem
rx78_state rx78_io
toaplan1_rallybik_state rallybik_main_map
toaplan1_state truxton_main_map
toaplan1_state hellfire_main_map
toaplan1_state zerowing_main_map
toaplan1_state demonwld_main_map
toaplan1_state samesame_main_map
toaplan1_state outzone_main_map
toaplan1_state outzonecv_main_map
toaplan1_state vimana_main_map
toaplan1_state toaplan1_sound_map
toaplan1_rallybik_state rallybik_sound_io_map
toaplan1_state truxton_sound_io_map
toaplan1_state hellfire_sound_io_map
toaplan1_state zerowing_sound_io_map
toaplan1_state demonwld_sound_io_map
toaplan1_state outzone_sound_io_map
toaplan1_state DSP_program_map
toaplan1_state DSP_io_map
toaplan1_state vimana_hd647180_mem_map
toaplan1_state vimana_hd647180_io_map
toaplan1_state samesame_hd647180_mem_map
toaplan1_state samesame_hd647180_io_map
vip_state vip_mem
vip_state vip_io
intv_state intv_mem
intv_state intvoice_mem
intv_state intv2_mem
intv_state intvecs_mem
intv_state intvkbd_mem
intv_state intvkbd2_mem
taito_state taito_map
taito_state taito_sub_map
taito_state taito_sub_map2
taito_state taito_sub_map5
taito_state shock_map
taito_state shock_sub_map
xyonix_state main_map
xyonix_state port_map
vg5k_state vg5k_mem
vg5k_state vg5k_io
z100_state z100_mem
z100_state z100_io
gsword_state_base cpu1_map
gsword_state cpu1_io_map
gsword_state cpu2_map
gsword_state cpu2_io_map
gsword_state cpu3_map
josvolly_state josvolly_cpu1_io_map
josvolly_state josvolly_cpu2_map
josvolly_state josvolly_cpu2_io_map
ddenlovr_state quiz365_map
ddenlovr_state ddenlovj_map
ddenlovr_state ddenlovrk_map
ddenlovr_state ddenlovr_map
ddenlovr_state nettoqc_map
ddenlovr_state ultrchmp_map
ddenlovr_state quizchq_map
ddenlovr_state quizchq_portmap
ddenlovr_state rongrong_map
ddenlovr_state rongrong_portmap
ddenlovr_state mmpanic_map
ddenlovr_state mmpanic_portmap
ddenlovr_state mmpanic_sound_map
ddenlovr_state mmpanic_sound_portmap
ddenlovr_state funkyfig_map
ddenlovr_state funkyfig_portmap
ddenlovr_state funkyfig_sound_portmap
ddenlovr_state hanakanz_map
ddenlovr_state hanakanz_portmap
ddenlovr_state hkagerou_portmap
ddenlovr_state kotbinyo_portmap
ddenlovr_state kotbinsp_portmap
ddenlovr_state mjreach1_portmap
ddenlovr_state mjchuuka_portmap
ddenlovr_state mjschuka_portmap
ddenlovr_state mjmyster_map
ddenlovr_state mjmyster_portmap
ddenlovr_state hginga_map
ddenlovr_state hginga_portmap
ddenlovr_state hgokou_map
ddenlovr_state hgokou_portmap
ddenlovr_state hgokbang_portmap
ddenlovr_state hparadis_map
ddenlovr_state hparadis_portmap
ddenlovr_state mjmywrld_portmap
ddenlovr_state akamaru_map
ddenlovr_state mjflove_portmap
ddenlovr_state jongtei_portmap
ddenlovr_state mjgnight_portmap
ddenlovr_state sryudens_map
ddenlovr_state sryudens_portmap
ddenlovr_state janshinp_map
ddenlovr_state janshinp_portmap
ddenlovr_state seljan2_map
ddenlovr_state seljan2_portmap
ddenlovr_state htengoku_io_map
ddenlovr_state htengoku_mem_map
dynax_state htengoku_banked_map
ddenlovr_state daimyojn_portmap
blstroid_state main_map
pitagjr_state pitajr_mem
mc10_state mc10_mem
mc10_state mc10_io
mc10_state alice32_mem
mc10_state alice90_mem
umipoker_state umipoker_map
umipoker_state umipoker_audio_map
umipoker_state umipoker_audio_io_map
instantm_state main_map
instantm_state sub_map
instantm_state sub_io
pp01_state pp01_mem
pp01_state pp01_io
mikrosha_state mikrosha_mem
mikrosha_state mikrosha_io
pktgaldx_state pktgaldx_map
pktgaldx_state decrypted_opcodes_map
pktgaldx_state pktgaldb_map
sbasketb_state sbasketb_map
sbasketb_state sbasketb_sound_map
itgambl2_state itgambl2_map
quizdna_state quizdna_map
quizdna_state gekiretu_map
quizdna_state quizdna_io_map
quizdna_state gakupara_io_map
quizdna_state gekiretu_io_map
casloopy_state casloopy_map
casloopy_state casloopy_sub_map
replicator_state replicator_prg_map
replicator_state replicator_data_map
replicator_state replicator_io_map
evmbug_state mem_map
evmbug_state io_map
fastfred_state fastfred_map
fastfred_state jumpcoas_map
fastfred_state imago_map
fastfred_state sound_map
banctec_state banctec_mem
banctec_state banctec_mcu_mem
drgnmst_state drgnmst_main_map
ts803_state ts803_mem
ts803_state ts803_io
sc4_state sc4_map
sc4_adder4_state sc4_adder4_map
dogfgt_state main_map
dogfgt_state sub_map
ngcd_state neocd_main_map
ngcd_state neocd_audio_map
ngcd_state neocd_audio_io_map
taitogn_state taitogn_map
taitogn_state flashbank_map
taitogn_state taitogn_mp_map
taitogn_state taitogn_mn_map
gp_1_state gp_1_map
gp_1_state gp_1_io
attckufo_state cpu_map
attckufo_state vic_videoram_map
attckufo_state vic_colorram_map
pokemini_state pokemini_mem_map
vector06_state vector06_mem
vector06_state vector06_io
compucolor2_state compucolor2_mem
compucolor2_state compucolor2_io
olibochu_state olibochu_map
olibochu_state olibochu_sound_map
geniusiq_state geniusiq_mem
sleic_state sleic_map
tavernie_state cpu09_mem
tavernie_state ivg09_mem
skyarmy_state skyarmy_map
skyarmy_state skyarmy_io_map
sub_state subm_map
sub_state subm_io
sub_state subm_sound_map
sub_state subm_sound_io
xxmissio_state map1
xxmissio_state map2
gp2x_state gp2x_map
sam_state sam_map
megasys1_state megasys1Z_map
megasys1_state megasys1A_map
megasys1_state megasys1B_map
megasys1_state megasys1B_edfbl_map
megasys1_state megasys1B_monkelf_map
megasys1_state megasys1C_map
megasys1_state megasys1D_map
megasys1_state megasys1D_oki_map
megasys1_state megasys1A_sound_map
megasys1_state kickoffb_sound_map
megasys1_state megasys1B_sound_map
megasys1_state z80_sound_map
megasys1_state z80_sound_io_map
bingo_state bingo_map
seeben_state seeben_map
splin_state splin_map
jollyjgr_state jollyjgr_map
jollyjgr_state fspider_map
magicard_state scc68070_mem
magicard_state magicard_mem
magicard_state hotslots_mem
magicard_state ramdac_map
itgamble_state itgamble_map
wc90b_state wc90b_map1
wc90b_state wc90b_map2
wc90b_state sound_cpu
hp49gp_state hp49gp_map
proconn_state proconn_map
proconn_state proconn_portmap
yunsung8_state main_map
yunsung8_state port_map
yunsung8_state sound_map
v102_state mem_map
v102_state io_map
v102_state kbd_map
rgum_state rgum_map
ddribble_state cpu0_map
ddribble_state cpu1_map
ddribble_state cpu2_map
ddribble_state vlm_map
firetrk_state firetrk_map
firetrk_state superbug_map
firetrk_state montecar_map
mmagic_state mmagic_mem
mmagic_state mmagic_io
sfcbox_state snes_map
sfcbox_state spc_mem
sfcbox_state sfcbox_map
sfcbox_state sfcbox_io
newbrain_state newbrain_mreq
newbrain_state newbrain_iorq
gb_state gameboy_map
gb_state sgb_map
gb_state gbc_map
megaduck_state megaduck_map
snookr10_state snookr10_map
snookr10_state tenballs_map
snookr10_state crystalc_map
ecoinf1_state older_memmap
ecoinf1_state older_portmap
thoop2_state mcu_hostmem_map
thoop2_state thoop2_map
thoop2_state oki_map
jailbrek_state jailbrek_map
jailbrek_state vlm_map
starshp1_state starshp1_map
rd100_state mem_map
bionicc_state main_map
bionicc_state sound_map
dlair_state dlus_map
dlair_state dleuro_map
dlair_state dleuro_io_map
apple1_state apple1_map
karnov_state karnov_map
karnov_state base_sound_map
karnov_state karnov_sound_map
karnov_state karnovjbl_sound_map
karnov_state chelnovjbl_mcu_map
karnov_state chelnovjbl_mcu_io_map
aquarius_state aquarius_mem
aquarius_state aquarius_io
mmd1_state mmd1_mem
mmd1_state mmd1_io
mmd1_state mmd2_mem
mmd1_state mmd2_io
cball_state cpu_map
ggconnie_state sgx_mem
ggconnie_state sgx_io
m74_state c68_map
m74_state sub_map
allied_state allied_map
gumbo_state gumbo_map
gumbo_state mspuzzle_map
gumbo_state dblpoint_map
beta_state beta_mem
novagf8_state delta1_map
novagf8_state delta1_io
sun3_state sun3_mem
sun3_state vmetype0space_map
sun3_state vmetype0space_novram_map
sun3_state vmetype1space_map
sun3_state vmetype2space_map
sun3_state vmetype3space_map
ddealer_state ddealer
hikaru_state hikaru_map
hikaru_state hikaru_map_slave
tk80bs_state tk80bs_mem
segas16a_state system16a_map
segas16a_state decrypted_opcodes_map
segas16a_state sound_map
segas16a_state sound_decrypted_opcodes_map
segas16a_state sound_portmap
segas16a_state sound_no7751_portmap
segas16a_state mcu_io_map
atronic_state atronic_map
atronic_state atronic_portmap
ibmpc_state pc8_map
ibmpc_state pc8_io
harriet_state harriet_map
nycaptor_state nycaptor_master_map
nycaptor_state nycaptor_slave_map
nycaptor_state sound_map
nycaptor_state cyclshtg_master_map
nycaptor_state cyclshtg_slave_map
nycaptor_state bronx_master_map
nycaptor_state bronx_slave_map
nycaptor_state bronx_slave_io_map
ssingles_state ssingles_map
ssingles_state atamanot_map
ssingles_state ssingles_io_map
ssingles_state atamanot_io_map
ambush_state main_map
ambush_state main_portmap
ambush_state bootleg_map
canyon_state main_map
cfx9850_state cfx9850
flower_state shared_map
flower_state audio_map
europc_pc_state europc_map
europc_pc_state europc_io
dambustr_state dambustr_map
supracan_state supracan_mem
supracan_state supracan_sound_mem
calomega_state sys903_map
calomega_state s903mod_map
calomega_state sys905_map
calomega_state sys906_map
spc1500_state spc1500_double_io
spc1500_state spc1500_mem
slotcarn_state slotcarn_map
slotcarn_state spielbud_io_map
darkseal_state darkseal_map
darkseal_state sound_map
bfm_sc2_state sc2_basemap
bfm_sc2_state memmap_no_vid
bfm_sc2_state memmap_vid
toki_state toki_map
toki_state tokib_map
toki_state toki_audio_map
toki_state toki_audio_opcodes_map
toki_state jujuba_audio_map
toki_state jujuba_audio_opcodes_map
toki_state tokib_audio_map
vpoker_state main_map
m10_state m10_main
m10_state m11_main
m10_state m15_main
vboy_state vboy_mem
vboy_state vboy_io
surpratk_state surpratk_map
surpratk_state bank0000_map
et3400_state mem_map
centiped_state centiped_base_map
centiped_state centiped_map
centiped_state centipdb_map
centiped_state magworm_map
centiped_state caterplr_map
centiped_state milliped_map
centiped_state multiped_map
centiped_state warlords_map
centiped_state mazeinv_map
centiped_state bullsdrt_map
centiped_state bullsdrt_port_map
centiped_state bullsdrt_data_map
lastbank_state tc0091lvc_map
lastbank_state lastbank_map
lastbank_state lastbank_audio_map
lastbank_state lastbank_audio_io
spectrum_state spectrum_128_io
spectrum_state spectrum_128_mem
sorcerer_state sorcerer_mem
sorcerer_state sorcererd_mem
sorcerer_state sorcerer_io
scv_state scv_mem
othunder_state othunder_map
othunder_state z80_sound_map
koikoi_state koikoi_map
koikoi_state koikoi_io_map
vigilant_state vigilant_map
vigilant_state vigilant_io_map
vigilant_state kikcubic_map
vigilant_state kikcubic_io_map
vigilant_state sound_map
vigilant_state sound_io_map
vigilant_state buccanrs_sound_io_map
micro20_state micro20_map
cmi_state maincpu1_map
cmi_state maincpu2_map
cmi_state muskeys_map
cmi_state alphakeys_map
cmi_state midicpu_map
cmi_state cmi07cpu_map
gei_state getrivia_map
gei_state gselect_map
gei_state amuse_map
gei_state gepoker_map
gei_state amuse1_map
gei_state findout_map
gei_state quizvid_map
gei_state suprpokr_map
gei_state sprtauth_map
segaorun_state outrun_map
segaorun_state decrypted_opcodes_map
segaorun_state sub_map
segaorun_state sound_map
segaorun_state sound_portmap
pes_state i80c31_mem
pes_state i80c31_io
nixieclock_state _4004clk_rom
nixieclock_state _4004clk_mem
nixieclock_state _4004clk_stat
nixieclock_state _4004clk_rp
nixieclock_state _4004clk_mp
pcw16_state pcw16_map
pcw16_state pcw16_io
c68ksbc_state c68ksbc_mem
spoker_state spoker_map
spoker_state spoker_portmap
spoker_state _3super8_portmap
esq5505_state vfx_map
esq5505_state vfxsd_map
esq5505_state eps_map
esq5505_state sq1_map
circusc_state circusc_map
circusc_state sound_map
scobra_state type1_map
scobra_state type2_map
scobra_state tazmani3_map
scobra_state hustler_map
scobra_state hustlerb_map
scobra_state mimonkey_map
scobra_state rescuefe_map
scobra_state minefldfe_map
scobra_state scobra_sound_map
scobra_state scobra_sound_io_map
scobra_state hustler_sound_map
scobra_state hustler_sound_io_map
scobra_state hustlerb_sound_map
scobra_state hustlerb_sound_io_map
scorpion_state scorpion_mem
scorpion_state scorpion_io
scorpion_state scorpion_switch
isbc_state rpc86_mem
isbc_state rpc86_io
isbc_state isbc8605_io
isbc_state isbc8630_io
isbc_state isbc86_mem
isbc_state isbc_io
isbc_state isbc286_io
isbc_state isbc286_mem
isbc_state isbc2861_mem
fp1100_state main_map
fp1100_state io_map
fp1100_state sub_map
pirates_state pirates_map
terracre_state terracre_map
terracre_state amazon_base_map
terracre_state amazon_1412m2_map
terracre_state sound_map
terracre_state sound_3526_io_map
terracre_state sound_2203_io_map
aristmk4_state aristmk4_map
aristmk4_state aristmk4_poker_map
leapster_state leapster_map
leapster_state leapster_aux
cyberbal_state main_map
cyberbal_state extra_map
cyberbal_state sound_map
cyberbal_state sound_68k_map
cyberbal_state cyberbal2p_map
inder_state brvteam_map
inder_state canasta_map
inder_state lapbylap_map
inder_state lapbylap_sub_map
inder_state inder_map
inder_state inder_sub_map
ts3000_state mem_map
ts3000_state io_map
bsktball_state main_map
iskr103x_state iskr1031_map
iskr103x_state iskr1031_io
funkyjet_state funkyjet_map
funkyjet_state sound_map
pacman_state pacman_map
pacman_state birdiy_map
pacman_state mspacman_map
pacman_state woodpek_map
pacman_state numcrash_map
pacman_state alibaba_map
pacman_state dremshpr_map
pacman_state epos_map
pacman_state s2650games_map
pacman_state rocktrv2_map
pacman_state bigbucks_map
pacman_state mschamp_map
pacman_state superabc_map
pacman_state crushs_map
pacman_state pengojpm_map
pacman_state writeport
pacman_state vanvan_portmap
pacman_state dremshpr_portmap
pacman_state piranha_portmap
pacman_state nmouse_portmap
pacman_state epos_portmap
pacman_state mschamp_portmap
pacman_state bigbucks_portmap
pacman_state s2650games_dataport
pacman_state drivfrcp_portmap
pacman_state _8bpm_portmap
pacman_state porky_portmap
pacman_state crushs_portmap
megaphx_state megaphx_68k_map
ti99_4p_state memmap
ti99_4p_state cru_map
hp9k3xx_state hp9k3xx_common
hp9k3xx_state hp9k310_map
hp9k3xx_state hp9k320_map
hp9k3xx_state hp9k330_map
hp9k3xx_state hp9k332_map
hp9k3xx_state hp9k370_map
hp9k3xx_state hp9k380_map
hp9k3xx_state hp9k382_map
hp9k3xx_state iocpu_map
mpf1_state mpf1_map
mpf1_state mpf1_step
mpf1_state mpf1b_map
mpf1_state mpf1p_map
mpf1_state mpf1_io_map
mpf1_state mpf1b_io_map
mpf1_state mpf1p_io_map
dietgo_state dietgo_map
dietgo_state decrypted_opcodes_map
dietgo_state sound_map
rbisland_state rbisland_map
rbisland_state jumping_map
rbisland_state rbisland_sound_map
rbisland_state jumping_sound_map
ettrivia_state cpu_map
ettrivia_state io_map
konamigx_state gx_base_memmap
konamigx_state gx_type1_map
konamigx_state gx_type2_map
konamigx_state gx_type3_map
konamigx_state gx_type4_map
konamigx_state gxsndmap
konamigx_state gxtmsmap
kcgd_state kcgd_mem
gp_2_state gp_2_map
gp_2_state gp_2_io
taitopjc_state ppc603e_mem
taitopjc_state tlcs900h_mem
taitopjc_state mn10200_map
taitopjc_state tms_program_map
taitopjc_state tms_data_map
taitopjc_state tms_io_map
hp_ipc_state hp_ipc_mem_outer
hp_ipc_state hp_ipc_mem_inner
halleys_state halleys_map
halleys_state sound_map
superqix_state_base main_map
hotsmash_state pbillian_port_map
superqix_state sqix_port_map
superqix_state sqix_8031_mcu_io_map
superqix_state sqix_mcu_io_map
m3_state mem_map
m3_state io_map
bingowav_state bingowav_main_map
bingowav_state bingowav_audio_map
bingowav_state bingowav_drive_map
bingowav_state bingowav_control_map
bingoc_state main_map
bingoc_state sound_map
bingoc_state sound_io
deco_mlc_state avengrgs_map
deco_mlc_state decomlc_map
indiana_state indiana_mem
shaolins_state shaolins_map
binbug_state binbug_mem
binbug_state binbug_data
dg680_state dg680_mem
dg680_state dg680_io
dotrikun_state dotrikun_map
dotrikun_state io_map
milwaukee_state mem_map
pockstat_state pockstat_mem
armedf_state terraf_map
armedf_state kozure_map
armedf_state cclimbr2_map
armedf_state legion_map
armedf_state legionjb_map
armedf_state armedf_map
bigfghtr_state bigfghtr_map
bigfghtr_state bigfghtr_mcu_map
bigfghtr_state bigfghtr_mcu_io_map
armedf_state sound_map
armedf_state cclimbr2_soundmap
armedf_state terrafjb_extraz80_map
armedf_state terrafjb_extraz80_portmap
armedf_state sound_portmap
armedf_state sound_3526_portmap
mz80_state mz80k_mem
mz80_state mz80k_io
seibucats_state seibucats_map
vaportra_state main_map
vaportra_state sound_map
bombjack_state main_map
bombjack_state audio_map
bombjack_state audio_io_map
galpani2_state galpani2_mem1
galpani2_state galpani2_mem2
_8080bw_state invadpt2_io_map
_8080bw_state spacerng_io_map
_8080bw_state spcewars_io_map
_8080bw_state spcewarla_io_map
_8080bw_state astropal_io_map
_8080bw_state cosmo_map
_8080bw_state cosmo_io_map
_8080bw_state spacecom_map
_8080bw_state spacecom_io_map
_8080bw_state invrvnge_io_map
_8080bw_state invrvnge_sound_map
_8080bw_state starw1_io_map
_8080bw_state escmars_map
_8080bw_state lrescue_io_map
_8080bw_state cosmicmo_io_map
_8080bw_state rollingc_map
_8080bw_state rollingc_io_map
_8080bw_state schaser_map
_8080bw_state schaser_io_map
_8080bw_state schasercv_io_map
_8080bw_state sflush_map
_8080bw_state lupin3_io_map
_8080bw_state polaris_io_map
_8080bw_state ballbomb_io_map
_8080bw_state yosakdon_map
_8080bw_state yosakdon_io_map
_8080bw_state indianbt_io_map
_8080bw_state indianbtbr_io_map
_8080bw_state steelwkr_io_map
_8080bw_state shuttlei_map
_8080bw_state shuttlei_io_map
_8080bw_state darthvdr_map
_8080bw_state darthvdr_io_map
_8080bw_state vortex_io_map
_8080bw_state claybust_io_map
_8080bw_state attackfc_io_map
_8080bw_state invmulti_map
astinvad_state kamikaze_map
astinvad_state spaceint_map
astinvad_state kamikaze_portmap
astinvad_state spaceint_portmap
horse_state horse_map
horse_state horse_io_map
skimaxx_state m68030_1_map
skimaxx_state m68030_2_map
skimaxx_state tms_program_map
blmbycar_state common_map
blmbycar_state blmbycar_map
blmbycar_state watrball_map
blmbycar_state blmbycar_oki_map
radica_eu3a05_state radicasi_map
radica_eu3a05_state radicasi_bank_map
sun2_state sun2_mem
sun2_state vmetype0space_map
sun2_state vmetype1space_map
sun2_state vmetype2space_map
sun2_state vmetype3space_map
sun2_state mbustype0space_map
sun2_state mbustype1space_map
sun2_state mbustype2space_map
sun2_state mbustype3space_map
drw80pkr_state drw80pkr_map
drw80pkr_state drw80pkr_io_map
bob85_state bob85_mem
bob85_state bob85_io
wackygtr_state program_map
wpc_an_state wpc_an_map
sbc6510_state sbc6510_mem
sbc6510_state sbc6510_video_mem
sbc6510_state sbc6510_video_data
sbc6510_state sbc6510_video_io
joctronic_state maincpu_map
joctronic_state slalom03_maincpu_map
joctronic_state bldyrolr_maincpu_map
joctronic_state maincpu_io_map
joctronic_state joctronic_sound_map
joctronic_state joctronic_sound_io_map
joctronic_state slalom03_sound_map
joctronic_state slalom03_sound_io_map
vgmplay_state file_map
vgmplay_state soundchips16_map
vgmplay_state soundchips_map
vgmplay_state segapcm_map
vgmplay_state multipcma_map
vgmplay_state multipcmb_map
vgmplay_state k053260_map
vgmplay_state okim6295a_map
vgmplay_state okim6295b_map
vgmplay_state k054539a_map
vgmplay_state k054539b_map
vgmplay_state c352_map
vgmplay_state qsound_map
vgmplay_state nescpu_map
vgmplay_state h6280_map
vgmplay_state h6280_io_map
gameking_state gameking_mem
m24_state m24_map
m24_state m24_io
m24_state kbc_map
pc1500_state pc1500_mem
pc1500_state pc1500_mem_io
kingpin_state kingpin_program_map
